y	x
0	violate
0	terrible
0	either of them
0	excessive
0	hard line
0	would be unjust and counterproductive
1	is interested
0	however
0	collective disapproval
0	have criticized
0	rig
0	the major enemy
1	confidence and high esteem
0	obviously overshadow
0	catastrophe
1	boasted
1	wants to create
0	does not reflect
1	stood with the us
0	do n't want
0	significant
0	may be disconcerted
0	undermining the legitimacy
0	axis'' suggested an alliance that does n't exist
0	protest
0	anti soviet hysteria
1	work for peace
0	the us imperialist war maniacs' conspiracy
0	only in retaining power at any cost
0	colonialism
1	recognition
1	but to understand
0	axis of evil
1	have wished to
0	perfectly well
0	a vassal state
0	responsible
0	try to destroy
1	humane and reasonable
0	israeli aggressors
1	wants
0	will try its best
0	not sufficient
0	condemnation
0	to tighten the noose around the axis of evil
0	grimly replied
1	implicitly encouraged
0	is not appropriate
0	a rebel province
0	withdrew support
0	nothing whatsoever
0	more ineffective
1	will be respected
1	will be able
0	fear
0	was naive
0	criticized
0	protest
0	to be wasted away
0	agree
0	noted critically
0	so uncertain
0	frozen out of the aftermath
1	urge
0	disadvantageous situation
0	have been built specifically to terrorize the population
1	pressure
0	have also criticized
1	saw
0	feel disturbed
0	gave much food for thought
0	continue to spew out vicious remarks
0	failure
1	like an upholder of justice
1	good
0	it 's shameful
0	orchestrating
0	anti democractic
1	adopted a resolution
0	is this how
0	seriously violated
0	unfair
1	argentina will be more competitive
1	had repeatedly asked
1	lived up to its promises
1	living in peace
1	mutual respect
0	difficult
1	calm
0	cracking down
0	sharply questioned
1	interests
0	has warned
0	a disagreement
0	to the venezuelan armed forces' misfortune
0	bastion of resistance
0	irresponsible saber rattling
0	tinkering
0	would be completely blocked
0	criticizing
0	for once
1	perfectly at ease
0	he will be there in ramallah for as long as i remain prime minister
0	rated
1	agreed
0	mount a rebellion
1	readiness to facilitate
0	worrying
0	hegemonic
1	relatively prosperous and free
1	supporters
1	called for
1	good government
1	his friendship
1	endorsed
0	do not help
0	have joined the chorus of protest
0	only empty rhetoric
0	the worst mistake in the history
0	struggling
0	shift loosely between the u s polity and people
1	achieving social harmony
0	negatively
0	the doubts
0	moments of terror
1	the door remains wide open
0	alienate itself
1	therefore
1	great leader
0	the blind and murderous rage of a defeated colonial power
0	although
0	wrongful and illegitimate
0	bit more dangerous
1	full support
0	what political objectives might be driving
1	advises
1	peaceful settlement
0	ignored
0	for punitive action
0	devastating consequence
0	unreasonable
1	nod to
1	supported
0	axis of evil
0	a row
1	concrete support from
0	has threatened to attack
1	asked
1	supporting
0	waging a ruthless war
1	expressed gratitude
0	once again turn its back
0	obsession with
0	the most serious
0	sharp international rebuke
1	recognize
1	continues to seek
1	wish to express our solidarity
1	setting partisan attitudes aside
0	is to permit decay
0	consensus against
1	will act very responsibly
0	has not achieved
0	throttling
0	denying them the right
0	which stood in the way of honest negotiations
1	will
0	not what it is all about
0	slaughter of more than
1	also hope
0	into submission
0	criticism
0	harassment
0	are reluctant
0	twenties , thirties and fifties
0	paints doomsday scenarios
0	refuses to admit
0	the uproar
0	unrealistic
0	main cheating
1	urged
0	worst
1	to express satisfaction
0	does not justify all the means
1	will be lower
0	anger
0	dissatisfaction
1	supported
0	not you , sirs and not the one person in 10 downing st , tony blair
0	are n't even aware of what they are doing
1	if they were dealt with properly
0	more serious
0	unashamedly seen fit
0	message and warning by
0	contesting
0	affected by the lackluster economy
0	without scientific basis
1	jubilant
1	with a vengeance
1	until ex president carlos menem changed course
1	urged
0	destroys
1	staunch supporter
0	constant aggressive
1	really
0	roundly criticised
1	preferring to concentrate
1	wanted
0	unfortunately
0	that safety net will fall apart
1	has still put space exploration as a top priority
0	dire possible consequences
0	is worrying
1	substantially free and fair
1	fortunately
0	wants
1	stormy celebration
1	patience
0	in violation
1	the goal set
0	seems to be a difference
0	standing in the way
0	no one is listening
0	so appalling
0	conspicuous
0	care very little
1	suggested
1	unconditionally
0	even committed such an atrocious act
0	dangerous
1	got a boost
1	would be easier
1	demand
1	full support for
0	over financed
0	have a sense that they have been cheated
1	more eminent , neutral
0	sat on the fence for months
1	we 're going to find a way around it
0	poking fun
1	support for
0	blamed
0	taking away the will to react and defend
1	is justified
0	can feel sorry for
0	was shocked
0	an excuse to pursue another unilateral offensive
1	congratulated
1	support
0	not the best of solutions
0	protesting
0	the further
1	forefathers
0	impression
0	threatens argentine democracy
0	proved ineffective
1	hope
0	misguided
0	advisories
0	rejection
1	smaller than small
1	want
0	as a struggle against a particularly ruthless set of criminals
0	increasing attacks
1	to endorse
0	are deeply skeptical
0	inalienable palestinian rights
0	other than that , nothing will count
1	is unequivocal in its u s support
0	defective nature of our constitutional framework
1	expressed the hope
1	have partially endorsed
0	axis of evil
0	by applying the pressure cooker effect
0	points fingers
1	called for
0	way below
0	wrong judgment
0	could become embarrassing
0	such desperation
1	extended an olive branch
0	can easily talk
0	especially those who are dangerous and suicidal
0	will not be a game without risks
1	confidence and high esteem
0	not been treated properly
0	has encouraged
0	the important point
0	scares away
0	so called
0	gaffe
1	are seeking
0	far from being conceived
0	conceal
0	wrong
0	nobody can feel free
0	a blatant case of discrimination in rights
0	needlessly
0	uses a double standard in its definition of terrorism
1	smoothly
1	calls for
0	the most destructive weapons
0	factual inaccuracies
0	big drawback
0	the refusal to grant
0	the action of several military generals
0	that axis of evil statement
1	emphasized
1	wants
0	protest
0	a country club
0	spewed out
1	to stem the roots of terrorism
0	concentration camp
1	hopes
0	labeling
0	failed coup
0	denied
0	withering
1	favoring
0	damaging solidarity
0	forced to
0	not even
1	fully grasp
0	running out of meaningful options
0	was demonising
0	the new enemy of america
1	legitimate rights
0	but
0	is ready to declare war
0	is ignoring its commitments
0	apparent contradiction
0	nobody is happy
0	now broke
1	expressed their satisfaction and support
0	will put up with
0	alarm
0	only served to deny
0	does not desire
0	coup plotting
1	ambitious
0	the most fraudulent , terrorist and extremist
1	was a crusader
1	supported
0	aggressors
1	supported
0	can and should never be
0	do n't want
0	steal this election
1	called on
0	had nothing to do
1	endorsement
0	still
0	appeasement
1	just in time
0	called
0	successful so far
0	not in the self interests
0	get away with bad bets
0	has rejected
0	only one single
0	have its way with
0	wary
1	wwanted
0	nettlesome challenge
0	turned down
0	believe
0	defying
0	going out onto the streets
1	hoped
0	subjected to sensory deprivation
0	will never accept
0	in the hands of the forces of money
0	intimidation and violence
1	cooperation
0	stretched to the limit
0	were not prepared
0	disagree
1	considered
0	kill
0	protests and demonstrations
0	would not solve the problem
0	overlooking
0	the suffering of
0	world 's most prominent self styled palestinian refugee
0	the 'axis of evil
0	legal limbo
0	threatens
0	axis of evil remark
0	complete unwillingness to raise
0	fodder
0	will be faced with difficulties
0	feeding on the growing frustration
0	vicious
0	not going to remain silent
0	continuing
0	an excuse
1	backing
0	have been completely ruled out
1	was devoted
0	twisted and distorted
0	because of its repeated violation
0	refuses
0	nothing new
0	budget was a disaster
1	have considered
0	ugly travesty
1	seek
0	impede the functioning of a multi party democracy
0	not a man who likes to improvise
0	distress
1	tremendously ambitious
1	hoped
1	would not dilute
1	the support
0	disastrous consequences
0	front and centre
1	have complete confidence
0	humiliation
1	still wants
0	no politically prudent
0	the public affairs show
1	most realistic
0	suspicions of
1	wish
1	should work
0	access of evil
0	as a lesson to others
0	protests
0	who did not drop out of law school as i did
0	flavour of conspiracy
0	now is not the right moment
1	will tend to disappear
1	wanted
1	adopt
0	labeling
0	accuses
0	code of not publicly criticizing
0	more dangerous enemies at home than elsewhere
1	boasts
0	consistently opposed
0	threatened
0	not welcome
0	kennels
0	has rejected
0	brutally
1	would not hurt taiwan 's interests
0	axis of evil
1	also realistic
1	within the just range
0	a storm of protest
0	growing unrest
1	bear this patiently
1	have sought
1	desire
1	democracy
0	human rights violation
1	legitimate
0	came forward opposing
0	particular concern is raised
1	thanked
0	exceeded
0	a very risky scenario
1	promises
1	want
0	test of patience
0	spoke arrogantly , humiliatingly , aggressively
0	tens of thousands
1	asked
0	claiming
0	pretext
1	appealed
0	unfair
1	will have to withdraw
0	both ridiculous and odd because they all seemed to be playing games
0	will have less room to roam
0	massacres
0	dissatisfaction over
0	greatest burden
1	yardstick for progress
0	downplayed
0	objections
0	glossing over
0	reminded
1	in our good human rights record
0	have to bash
1	take the lead
1	enthusiastically
0	is denying
0	threat
0	disagrees
0	have been accused
0	doggedly
1	respected
1	promises
0	should not tolerate
0	criticized
1	is going to be interesting
0	back to square one
0	puts every jew and every israeli to shame
0	expressed concern
1	edifying photograph
0	a sort of hannibal the cannibal production
0	might already be implementing
0	unlawful
0	all this time
0	not responsible
1	freedom
0	heavy toll
1	rightly a champion
0	an obsession fidel castro 's downfall
0	proclaimed
0	take a turn for the worse
0	grave crisis
0	denunciation
0	showed little disguised irritation
0	one of the poorest
0	most dreadful events in history
1	bold and fair
0	suffered
1	widespread support
0	uncalled for
0	raise questions
0	anything went
1	promised
1	had praised
0	we are millimeters away from a civil war
0	was seen
0	sentiments
0	condemned and counter attacked
0	compared
0	in cages
0	you ca n't live with this level of hysteria
1	thanks to
0	was in fact violating the rights of millions of people throughout the world
0	that extreme
0	state of stagnation
0	flighty , opportunistic and lacking in commitment to his job as a member of parliament
0	allegations
0	launched a broad assault
0	give us nothing
0	goodies
1	recognition
0	continues to demolish
0	functional anti us entity
0	forms a wretched background
1	a better life
1	enormous
0	danger of being shelved altogether
0	denies
0	rather flimsy
0	spurned
0	mutinous
1	would like to request
0	thousands
0	categorized
1	protected from knocks
1	the political strong man
0	would never readily agree
0	invites
0	also thought it hard to agree
0	take justice to pre historic times
0	timid warnings
0	acts of violence against innocent civilians
0	the greatest evil
1	can support
0	deal with this flawed election
0	crack down
0	under the pretext of fighting terrorism
1	defensively holds up the kyoto protocol
1	called on
0	no one would want his dog to be treated like that
0	breeding ground
0	suspicions
0	new found
0	would complain
0	turning the whole world upside down
1	full support
1	healthy
1	promoting peace and stability
1	israel would gain peace and security
1	successfully advocated
0	devastating what remains
0	accused
1	strong commitments
0	when its head is the queen
0	often unfortunately invisible
1	niceties
0	disapproval
0	hotly contested
0	the ideal of a world kingdom
0	revanchism
0	suffocating
0	does not want anything to do with
0	what a brazen faced deception of reality
0	terrorism
1	this is not a reverse , it 's actually an advance
1	promotes
1	gives new life
0	see
1	backed
1	adopt an open posture
1	fairly strong
0	much criticism
0	a convenient electoral tool
1	intends
0	in the face of
0	link
1	will force the wto to change
1	will now tend to support
1	won the assurance
0	a gross mistake
1	call on
0	protests
0	were widely criticized
0	rankles
0	undermine
1	felt gratified and relieved
0	renegade province
0	provocations
0	is radically opposed
0	intense interrogation
0	increasingly angry opposition
1	invited
0	have rankled
0	is an unpopular means because
0	strike
0	false
0	accusations
0	has subsequently criticized
0	described as
0	was neither free nor fair
0	is n't exactly clear
1	appreciation
0	very unfavorable impact on relations
1	desirable
0	no country
0	acknowledging
0	most radical israeli hardliners
0	destroy the very foundations of the west
1	for the sake of peace
1	clear self restraint and abidance
1	devoted to promoting and safeguarding human rights and fundamental freedoms
0	is not to have a strategic vision
0	being harmed
1	formed a close friendship
0	strongly objected
0	violating human rights
0	running rampant
1	remember
1	there is no reason for it to be impossible
0	refused
1	calls
0	stand off
0	faltered as a result of israel 's intransigence
1	encouraged
1	an expression of a higher form of justice
0	stinginess
0	repressive
0	fears and concern
0	it is a war out there
0	could have just as easily sustained by rereading his own copy
0	his band of thugs that have brutalized the people of zimbabwe
0	resentment
1	called on
1	pushes for
0	nonsense
0	provocation
0	disapproves
0	so great as to remove any sense of common ground
0	will only invite worse criticism and rejection
1	free and fair
0	just about every shady tactic in the book
1	as close as
1	opinion
0	were now not confusing
1	hope
0	anger
0	axis of evil remark
1	justifiably
0	has put himself into
0	so far spurned
0	massively rigged
0	reaps all the benefits of mock globalisation
0	has posed serious threats
0	dump
0	threat
0	if a rocket launch fails
0	is accusing
0	wayward
0	to deny
0	there will be no investments
0	policy of domination in total negation of the lofty principles of morality , ethic and democracy
0	shouted
0	critics
0	by some ironical trick of history
1	god is their only hope
1	first major
1	testimony of the confidence and high esteem
0	reporting whatever suits them
0	lost time and credibility on a failed bet
0	humanitarian law was violated regularly
0	most unfortunate part
1	hailed
1	the fatherland 's reunification
1	any danger
0	with only sparse information
0	so called
0	may not be what everyone wants
1	i ca n't imagine anything that could surpass that
0	increasingly close
1	still believes
0	extreme right
0	is due to its relations with the global economy
0	delaying the day of reckoning
1	objectives
1	100 percent
0	as if not enough
0	not a single day would pass in peace and with no palestinians shedding blood
0	grave violations
0	have joined the opposition in alleging
0	will not change
0	warn
0	punishment
1	further push forward
1	victory
0	not satisfied the fundamental requirements
0	would do nothing
0	infuriated
0	wrangling
0	violent food riots and protests
1	a power
0	contradiction between the enemy and itself
0	rejected
1	friendly
0	anything goes
0	did his best to undermine confidence
0	just empty rhetoric
1	clear priority
0	suspect
0	a twisted logic
1	willingness
0	with grim determination
0	so overshadowed by the secretary 's rock star aura
0	similar to those who carried out the attacks on the twin towers in new york
0	has lashed out
1	given sharon a free hand
1	if not better
1	will profit as well
0	do n't agree
0	opportunistic attacks on civil liberties around the world
1	a land of freedom and opportunity
1	hopes
0	stirring up the emotive land issue merely to garner support
0	disenfranchised
0	excessive use of force
0	concern that exists
0	seems to be creating a legal limbo
1	with respect to the principles of democracy and freedom
0	isolated and frustrated
1	welcomed
0	railing
0	impugned by biased reports
0	enraging
0	an implacable force
0	protests
0	absorb such a burden
0	the insult to human sensibilities
0	like the suffering
0	that limbo
1	transparent
1	a friend
0	attack
1	opened a new path
0	could not take any risk of ruffling the republicans
0	failed to take decisive action
0	very concerned
1	hope
0	bungled its dealings
0	fearing
0	are as damaging as
0	can not wholly agree with
0	were surprised
1	supreme sacrifice
0	resorting to verbal quibbling
0	what looks like voluntary will actually be coercive
0	unwarranted
0	likely just an aggravating factor
0	not a nation that is able to abide by
0	evil
0	threatened by
0	the rioting
0	u s domination
0	badly battered
1	wanting
0	worst
1	is not sufficient from the viewpoint of economic efficiency
0	such a report
0	potentially embarrassing
0	deprived arab land
0	heavy handed
0	breach of the very constitution
0	defenceless
1	insisted
0	unwilling
0	thoroughly disgraceful and unacceptable
0	if there were serious problems
0	deplored
0	are feeling
0	took china 's rising military threat
0	such wishful thinking
1	would act in a very constructive manner
1	have advocated
0	will lead to the increase
0	has pointedly remarked
0	suffering from difficulties
1	has repeatedly assured
0	has resisted
1	the possibility of a democratic , stable and prosperous
0	the last thing
0	was not enough
0	despite israel 's provocations
0	protest
0	clear and do not need further clarification or explanation
1	not selective
0	it is nothing more
0	is upset
0	abusive language
1	request asking
1	inevitably falls
0	cautioned
1	best thing
0	under the pretext
0	accusations
0	disappointment
1	understanding and support
1	positive
1	stated repeatedly
0	inhumane
1	can trust
0	aggressively
0	extremist
1	urging
1	plans
0	they are seeking unilaterally to become the masters of the world
1	improved
0	expressed regrets
0	abandoned
1	congratulatory message
0	number one country
0	should be viewed in its true perspective
1	had expressed the hope
0	could , however , not be openly described as free and fair
0	meddling
1	its intention
1	testimony of
1	were openly supporting
0	leading a racist campaign
1	because it believes in victory
0	bitter
1	not based on fears
0	lambasted
0	inhumane
0	any act of violence or use of threat , regardless of reason and aim
1	to understand
0	attack on our global village
0	threatens
1	better suited
1	neat stuff
0	disaster
0	victimizing the lives
0	reflect negatively
1	sent congratulations
0	probably think
1	sense of belonging
0	biggest terrorist country
0	weaker side
0	unfavorable
0	expressed concern
0	taken the israeli government and consequently both the israeli and palestinian peoples hostage
0	to deny
1	historical moment
1	uphold
1	tremendous opportunities
1	want
0	enjoys no social base
0	condemned
1	have the goal of peace in mind
0	maltreated
1	adopt concrete measures to stop the conflict
1	urged
0	backdrop of uncertainty
0	if i do not save them , i do not save myself
0	as if our country had a human rights problem
0	very little
0	inept , abusive and authoritarian government
1	independent
0	scandal mongering
1	pledged
0	was supposed to do by virtue of his post
0	despite its many shortcomings
0	bitter destruction
1	will
0	severely criticized
0	dangerous
1	tilted in favor of
1	is a legitimate struggle
0	is keeping a wary eye
0	have been divested of many of their basis rights
0	does not follow
0	such us policy
0	quite the contrary
0	risks
0	reduced to a series of bantustans
0	is being criticized
0	growing frustration
0	spiteful attitude clearly shows
0	could n't care less
1	humane , legal , and proper
0	does not reflect
1	stands on the israeli side
0	seek only its own profit
0	under the pretext of security considerations
0	being dishonorable
0	come under fire
0	vote rigging has been so thorough that hopes for a free election are dead
1	dialogue among civilizations
0	does not come out of it well either
0	persistent and deliberate fuelling
0	remained poor
0	so scared
0	disapproves
0	it is itself the violator of human rights
1	wish to influence
1	peaceful settlement
0	turn it again into an irritant
0	act of terrorism
0	defiant stance
1	wished success
0	hampering
0	validate a sham
0	firm opposition
0	unfair
0	the worst crisis
1	that regard
1	greatest sincerity of peaceful unification
0	the gitmo gandhis
0	merely an interlude
0	turns a blind eye
0	pledged to fight
1	ensured
0	comprehensively blamed
0	difficult
0	insidious
1	proposal to reunify
0	it is almost impossible
1	support
0	shameful mum
0	accused
0	hard line
0	are going to fight , my friend
0	but
0	dangerous
0	opposed
0	to call
1	offered to hold talks
1	have saved all of their praise
0	charges
0	even bigger
1	shown understanding
1	giving a green light
0	had been tainted by months of political violence and intimidation , last minute changes to electoral laws , and the disenfranchisement of tens of thousands of voters in harare
0	futile
1	exemplary , free , fair and peaceful
0	sabre rattling
0	we fought for half of our lives
1	will continue to support
0	had aligned against
0	created misery
0	are outraged
0	far better
0	unlawful combatants
0	refuses
1	well meaning
1	cherished
0	more demagogy than arguments
1	a oneness
0	ca n't be burying its head in the sand
1	expressions of support
0	despite everything
0	went further and compared
0	challenged
1	peaceful settlement
0	no small number of critical shots
0	injustice
0	turned out to be a fair weather friend
0	deliberate
1	will come to realize
0	radical
0	is trying to move the goal posts to disenfranchise people
0	provoking
1	higher transparency
0	neither especially virtuous
1	peaceful
0	concern
0	these accusations
1	calling for
1	would like
1	has a point
0	dangerous individuals
0	reject
0	not at all
0	not in line with
0	incursions and atrocities of oppression israel is perpetrating
0	mere
1	may still hope
0	stolen
0	in the lurch
0	even impossible
0	spells serious trouble
0	view
0	cast away the chance
1	subtlest and most profound
1	is willing
1	was grateful
1	talk anxiously
0	spewed out
1	supports
0	in the worst sort of way
1	upheld
0	sensational
1	fairly
1	pursued
0	violating human rights
1	left behind
0	particularly affected would be
0	it 's too good for the bastards
0	suffered persecution
0	would surely be higher still
1	support
0	narrow
1	urge
0	neo colonial
0	the evil empire
0	have each accused the other
1	can ask
1	thanks
0	expressed his condolences
1	importance
0	eliminating its enemies
1	demand
0	led to massive riots
0	was reluctant
0	humiliation of
0	no doubt
0	disagree
0	once again
0	the american vulgarity
1	successful
0	deeply flawed
1	seeking freedom
0	had hit
1	is of the opinion
1	has adopted
0	concern
0	can not choose
0	disrupt
0	would be a disaster
1	safeguard peace and security
0	massive intimidatory show of force that was evident in the deployment of security forces
0	calling
0	harsh
0	axis of evil remarks
1	pushed
0	lashed out
0	lack of understanding and tolerance
0	decision to reject
1	declared
0	reacted strongly
1	pose little threat
1	may better
0	would have had to resign had he not given in
1	the support of
0	had been accused
1	this confidence
0	is deeply concerned
0	to keep yasser arafat stranded
1	love
0	as if it was a greek cypriot republic
1	urged
0	all these are eyesores
0	their auxiliaries from the northern alliance
0	holds arafat responsible
0	the impression
0	criticisms
0	looks presumptuous
0	seeks to hide behind a military uniform
0	has taken a negative stand
0	roughly
1	reaffirmed cooperation
0	perpetrates spiteful conduct of all kinds worldwide
0	sent a letter of protest
0	came out in protest
0	spiteful attitude
0	doubly difficult
0	has already provoked
0	have n't always been consistent
1	has reaffirmed its commitment
0	hope
0	as if it was a minority
1	committed
0	claims
0	defects
0	power at all costs
0	threats
0	may feel uneasy
0	so as to avoid the repetition of a crisis such as ours
1	believe
0	particularly designated
0	protest
0	paint a bad picture
0	rhetorical petards
1	completely supports
0	disputes between
0	predatory
0	some are beginning to forget
0	warns
0	as a consequence
0	found little to object to
0	ca n't help but wonder
1	commitment
0	force us
1	promised
0	the fabric of compassion tore
0	unfair
1	preferred
0	threat only to
1	appreciation
1	friendly relations
0	must be taken to trial for treason
0	precarious
0	would have happened here
1	see
0	purposely play up
0	violator of human rights
0	ala fidel castro left leaning anti american philosophy
0	without
0	clearly violate
0	may squander the american taxpayer 's money
0	something sometimes go wrong
1	assurances
0	is desperate
0	to despair
1	ask
1	bringing an end to terrorism and the taliban
1	respecting
1	has now made himself heard
0	were terribly dismayed
0	repeated warnings
1	proper
0	simply because
0	some seem doubtful
0	resented
0	to labeling
0	his career was like a rough sea , with highs and lows and never calm
0	saw
0	rows
0	voices criticizing
0	as an act of submission
1	set priorities
0	an axis of evil
1	was once hoped
0	it makes a mockery of george bush 's war against international terrorism
0	expressed concern
0	developing weapons of mass destruction
0	under the strong influence
0	such an attitude
0	without having any proof , reason or documentation
0	concerns
0	superior
1	would not interfere
1	would contribute
0	fundamentally flawed
0	unacceptable degradation
0	is a thorn in the eye and flesh which must be removed
0	rising chinese threat
0	did n't want
1	recommends
0	wrote
0	almost all parts of the globe
0	was tired
0	the whiff of scandal and conspiracy is in the air
1	to support
1	manner that is reasonably consistent
0	problem
0	do not recognize
0	has always resolutely opposed
0	hype
1	stand firm
1	hugging
1	interested
1	would have perhaps been logical and acceptable if
0	taken palestine hostage
0	share a hatred
1	speech of moral strength
0	the world did not always realize how good they were
0	irked
0	would care very little
0	the impossible feat
0	american imperialists
0	have not formed a sufficiently strong alliance
0	refused to recognize
0	publicly designating
1	exerting every effort possible
0	no one has the right to wage war against the history of this nation
1	good
0	sap the country 's energy
0	to further encourage
1	always great
1	understanding , cooperation and full support
1	every possible effort
1	chose
0	the main problem
1	high level
0	shown no inclination
0	most unfortunate
1	hoped
0	violates the united nations charter
0	criticized
1	the interests of
1	with the specific objective
1	to seek help
0	heckling
0	the more
1	would also support
0	manipulation of the subject domestically
0	its self seeking manipulation
1	thanked
1	very constructive
0	zealots
1	repeated calls
1	understanding and approval
0	worrying trend
1	seemed willing
0	absence of democracy
0	advanced a mendacious critique
0	nations will vanish from the face of earth
1	robust
0	is happy
1	a victory for democracy
0	have the final say
1	longed for
1	peacefully
0	apprehensions and resentment
0	denied its citizens their legitimate rights
0	refusal to accept
0	refusal to respect
1	skillfully adapted themselves to the most difficult circumstances
0	frail excuses and pretexts
0	arbitrarily
0	breaking fundamental concepts
1	is ready to cooperate
0	never doing anything unprofitable
1	reassurances
0	criticized
0	resistance against
0	abusing human rights
1	to fulfill this promise
0	bothered
0	wishes of
0	good excuse
1	the power of
0	rejection
1	congratulate
1	supposed to approve and participate in
0	illegal
0	axis of evil
0	went down the drain
0	scandal of
0	so called
0	many years of decay
0	destroyed
0	taiwan independence
0	hours away
0	lashed out
0	suffering from
0	was worried
1	agreed
0	israeli abuses against palestinians
0	opposed
0	according to washington 's claim
0	inhumanely
0	but
1	strong base for bringing about calm and stability
0	axis of evil
0	legitimate rejection
1	wants
0	expansionist
1	never seen anything as beautiful as
1	was hailed by
1	champion of democracy
0	brutalised
0	the ire of
0	grave violation
0	raising concerns
0	there is a breakdown in law and order
1	are with us
1	exercising leadership
1	was tasty
1	may all hope
0	him has not been pretty
0	new political perspective
0	even went so far
0	not really popular in
0	it 's not their ( britain 's ) right or responsibility
0	lamented
0	depends on
1	appreciate
0	spewed out virulent remarks
0	it is unacceptable for canada to allow any ambiguity in policy
0	years behind
1	was especially satisfied
0	am afraid
1	maintains the commonwealth 's credibility
0	turned down
0	human shields
0	everything depends
0	condemned
1	sympathy
0	claimed
0	meddling
0	rebuffed
1	to honor
0	extraordinary burden
0	under these circumstances
0	brian gives up in confusion
1	upgrade its competitiveness
1	we also owe those in uniform the resources they need to maintain a very high state of readiness
0	humiliation
0	were immediately contested
0	political cynicism
0	parasitic economies
0	is pessimistic
0	the definition of a democratic regime is subjected to double standards
0	for more than two years
0	had already been rejected
0	is based on injustice
1	firm support
0	more often than not
0	inhumane
1	earned the most
0	oppression and supremacy
0	was conducted in such a way as to favour the ruling party
1	plans
0	will be an increasing number
0	would only have sharpened
0	easily qualify as repressive and violating human rights
1	unfettered support
0	cautioned
0	raised the pitch
0	evade its responsibility
1	more politely
0	blatant campaign of violence , intimidation and manipulation
0	would incur its displeasure
0	mistake
1	objectives
1	highly appreciated
0	would not accept
0	little one can do about it
0	are gunning down innocent people on daily basis
0	slammed
1	heroic
0	defeated
0	is worrying
1	confidence
0	can only be paradoxical
0	blindly accepting
0	was going to be a war
0	express their deep dissatisfaction and firm opposition
0	further criticism
0	defiant
0	reeked of blood
0	concerns
1	calls
0	failed to give any positive response
0	because of the legal nuances
0	daylight robbery
0	devastating
0	traitor
0	did not lift a finger
0	defiance
0	has been calling
1	fair
0	tension between
0	was uncomfortable
1	20 times more
1	endorsed
0	very strong concern
0	tin pot tyrant
0	take advantage of the us tragedy
0	criticized
0	most disturbing
0	worry
0	will not be able lay claim to a worthy place in the civilized world
1	seek
1	have applauded 70 times
1	sought
0	bleeding hearts
0	difficulties as being insurmountable
1	the world will be much safer
1	invited
1	has just ratified
1	boost
0	axis of evil
0	express concerns
0	anger
0	immediate
0	axis of evil
0	a government mouthpiece
0	whoever says that these are small steps is incapable of recognizing the european union 's experience
1	unite against the enemy
1	is proud
1	pro peace rally
1	claims to support
0	inhumane and degrading
0	tremendous loss
1	peace
0	forcibly wanted to prevent
1	is determined
1	supported
1	effectively ruled
1	supported
0	the problem , he went on , is
0	hesitated
0	decrying
0	will complain
0	widespread problem of torture
1	support
1	has voiced his approval
0	was embarrassed
1	true
0	ploy
0	uncomfortable
0	deep concern of
0	to use constitutional methods against chavez
0	an ``axis of evil
1	should earnestly abide
0	axis of evil
0	it will not be a coup so long as the united states thinks it is not
0	would callously exploit
0	instigating
1	advancing
0	all the more to be deplored
1	proudly exercise
1	we have dealt a stunning blow to imperialism
0	outcry
1	will circumvent
0	axis of evil remark
0	vote rigging
1	more leisurely
0	tortured consciences
0	axis of evil
0	to ignore
0	insufficient
1	will accept
1	love
1	good reviews
0	not happy
1	support
1	wise campaign strategy
0	shortcomings
1	to back
1	would accept
0	insisted
0	opposing
0	no longer quite ready to follow
0	dictatorial tactics
0	heavy losses
0	indoctrination
0	these three musketeers
0	the disapproval
0	parliamentarian
0	like the case of that pot who called the kettle black
0	is supposed to guarantee
0	violate human rights
0	of course
0	who were expelled from their homeland
0	are vegetating in a place where they have no rights
0	think
0	so make that necessary restraint
0	rig
1	satisfactorily
0	extremely incompetent
1	simply clear headed
0	fear
0	rotting in afghan jails
1	want
0	linking
0	cold monster
0	enemies
1	that may be the case
0	obstacle
0	assassinate' the rights
0	never again should
0	have hinted
1	support
1	fully respected
0	growing reluctance
0	feeling of uncertainty
0	oppressive
1	congratulation message
1	free and fair
1	pushed
0	americans are good ,
0	insulting
0	starving its people
1	their godfather
0	gravity
0	inevitable chaos and war
0	and then assert the laws of war do not apply
0	protests leveled by
0	could enter a state of social rebellion
0	wanting to exercise world dictatorship
0	criticised
0	in such a manner
0	those who seek to attack and destroy law and order and legitimate government
0	right wing
0	have severed ties
0	therefore planning to trigger wars here and there
0	slapping
0	undisguised declaration of war and a rhetoric threatening aggression
1	calling for
0	have to keep them happy and healthy
0	concerns
0	criticism
0	concern has spread
0	more intense
1	want
1	are ready
0	did not conform
0	if not the perpetrator of the sabra and shatila massacres
0	anti terror
1	has been requested
0	still
1	want change
1	want
0	hostile regime
0	objection
0	unjustifiable
1	promotion
0	calls
1	has come out in support
0	shook
1	punish
0	would have enormous implications
0	deliberately confusing
1	most audacious
0	friendly faces
1	support for
1	bodes well
0	be condemned by
1	without too many difficulties
1	fight peacefully for their own freedom
1	was justified
0	could not help but feel
0	now requires action rather than mere lip service
0	warning
0	struggling to merely distance themselves
0	lies and by deceiving
0	blatant campaign of intimidation
0	nevertheless
0	refuse
1	is fully biased to israel
1	humanely
0	have denounced
0	weakening
1	advice was issued
0	branding
0	decided
0	comes at a cost
1	favours
